Blade Runner 2049|$185,000,000|$259,356,836
Thor: Ragnarok|$180,000,000|$850,653,412
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe|$180,000,000|$720,539,572
Maleficent|$180,000,000|$758,536,735
Fantastic Beasts and Where to Find Them|$180,000,000|$803,798,342
WALL-E|$180,000,000|$532,508,025
Rush Hour 3|$180,000,000|$256,585,882
The Legend of Tarzan|$180,000,000|$349,143,061
Hugo|$180,000,000|$180,047,784
Valerian and the City of a Thousand Planets|$180,000,000|$215,116,144
Jupiter Ascending|$179,000,000|$181,982,519
X-Men: Apocalypse|$178,000,000|$542,742,489
Edge of Tomorrow|$178,000,000|$370,541,256
The Jungle Book|$175,000,000|$963,841,800
Inside Out|$175,000,000|$857,720,660
Spider-Man: Homecoming|$175,000,000|$880,210,429
Suicide Squad|$175,000,000|$746,100,054
Up|$175,000,000|$731,463,377
Coco|$175,000,000|$800,120,199
Monsters vs. Aliens|$175,000,000|$381,687,380
G.I. Joe: The Rise of Cobra|$175,000,000|$302,469,017
Wild Wild West|$175,000,000|$221,229,335
The Mummy: Tomb of the Dragon Emperor|$175,000,000|$405,760,225
Evan Almighty|$175,000,000|$174,131,329
Waterworld|$175,000,000|$264,246,220
King Arthur: Legend of the Sword|$175,000,000|$140,012,608
47 Ronin|$175,000,000|$151,716,815
Singularity|$175,000,000|$0
Guardians of the Galaxy|$170,000,000|$771,051,335
Iron Man 2|$170,000,000|$621,156,389
Captain America: The Winter Soldier|$170,000,000|$714,401,889
Dawn of the Planet of the Apes|$170,000,000|$710,644,566
The Polar Express|$170,000,000|$310,634,169
Snow White and the Huntsman|$170,000,000|$401,021,746
Terminator 3: Rise of the Machines|$170,000,000|$433,058,296
Van Helsing|$170,000,000|$300,150,546
Tomorrowland|$170,000,000|$207,283,457
Alice Through the Looking Glass|$170,000,000|$277,442,381
Jurassic World: Fallen Kingdom|$170,000,000|$405,734,737
Shrek Forever After|$165,000,000|$756,244,673
Doctor Strange|$165,000,000|$677,541,920
Big Hero 6|$165,000,000|$652,127,828
How to Train Your Dragon|$165,000,000|$494,870,992
Wreck-It Ralph|$165,000,000|$496,511,521
Interstellar|$165,000,000|$667,752,422
Independence Day: Resurgence|$165,000,000|$387,644,286
Cowboys and Aliens|$163,000,000|$176,038,324
Beauty and the Beast|$160,000,000|$1,262,967,006
Shrek the Third|$160,000,000|$807,330,936
Inception|$160,000,000|$832,402,082
The Hunger Games: Mockingjay - Part 2|$160,000,000|$650,523,427
Fast and Furious 6|$160,000,000|$789,300,444
Godzilla|$160,000,000|$529,076,069
X-Men: First Class|$160,000,000|$355,408,305
The Curious Case of Benjamin Button|$160,000,000|$329,631,958
The Sorcerer's Apprentice|$160,000,000|$217,986,320
Poseidon|$160,000,000|$181,674,817
Warcraft|$160,000,000|$433,125,655
Aquaman|$160,000,000|$0
Deepwater Horizon|$156,000,000|$122,931,214
The Chronicles of Narnia: The Voyage of the Dawn Treader|$155,000,000|$418,186,950
Terminator: Genisys|$155,000,000|$440,160,956
Pacific Rim: Uprising|$155,000,000|$289,260,123
Alexander|$155,000,000|$167,297,191
War for the Planet of the Apes|$152,000,000|$490,280,162
Pearl Harbor|$151,500,000|$449,239,855
Transformers|$151,000,000|$708,272,592
Wonder Woman|$150,000,000|$817,012,815
Frozen|$150,000,000|$1,274,234,980
Zootopia|$150,000,000|$1,019,888,414
Harry Potter and the Order of the Phoenix|$150,000,000|$942,943,935
Harry Potter and the Goblet of Fire|$150,000,000|$896,911,078
The Matrix Reloaded|$150,000,000|$738,576,929
I am Legend|$150,000,000|$585,532,684
Moana|$150,000,000|$639,369,553
Hancock|$150,000,000|$624,234,272
Charlie and the Chocolate Factory|$150,000,000|$475,825,484
Ratatouille|$150,000,000|$626,549,695
Thor: The Dark World|$150,000,000|$644,602,516
Batman Begins|$150,000,000|$359,142,722
Mission: ImpossibleâRogue Nation|$150,000,000|$700,868,363
Dunkirk|$150,000,000|$500,516,189
Thor|$150,000,000|$449,326,618
Madagascar: Escape 2 Africa|$150,000,000|$599,680,774
X-Men Origins: Wolverine|$150,000,000|$374,825,760
Night at the Museum: Battle of the Smithsonian|$150,000,000|$402,231,063
Kung Fu Panda 2|$150,000,000|$664,837,547
Mad Max: Fury Road|$150,000,000|$370,742,166
The Matrix Revolutions|$150,000,000|$427,300,260
Ready Player One|$150,000,000|$579,539,613
Mission: Impossible III|$150,000,000|$397,501,348
Angels & Demons|$150,000,000|$490,875,846
Troy|$150,000,000|$484,161,265
The Last Airbender|$150,000,000|$319,713,881
Bee Movie|$150,000,000|$287,594,577
G-Force|$150,000,000|$292,817,841
Bolt|$150,000,000|$328,015,029
Wrath of the Titans|$150,000,000|$305,270,083
Beowulf|$150,000,000|$195,080,579
Dark Shadows|$150,000,000|$238,202,668
White House Down|$150,000,000|$205,440,387
The Wolfman|$150,000,000|$142,634,358
The Great Wall|$150,000,000|$334,550,106
Pan|$150,000,000|$151,550,856
Mars Needs Moms|$150,000,000|$39,549,758
Flushed Away|$149,000,000|$179,357,126
Madagascar 3: Europe's Most Wanted|$145,000,000|$746,921,271
Mission: ImpossibleâGhost Protocol|$145,000,000|$694,713,230
How to Train Your Dragon 2|$145,000,000|$614,586,270
Tarzan|$145,000,000|$448,191,819
Mr. Peabody & Sherman|$145,000,000|$269,806,430
Rise of the Guardians|$145,000,000|$306,900,902
Sahara|$145,000,000|$121,671,925
Ghostbusters|$144,000,000|$229,034,050
Die Another Day|$142,000,000|$431,942,139
Pirates of the Caribbean: The Curse of the Black Pearl|$140,000,000|$634,954,103
Star Trek|$140,000,000|$385,680,446
Armageddon|$140,000,000|$554,600,000
Men in Black 2|$140,000,000|$441,767,803
Captain America: The First Avenger|$140,000,000|$370,569,776
Kung Fu Panda 3|$140,000,000|$518,614,383
Lethal Weapon 4|$140,000,000|$285,400,000
G.I. Joe: Retaliation|$140,000,000|$375,740,705
The Last Samurai|$140,000,000|$456,810,575
Fun With Dick And Jane|$140,000,000|$203,018,919
Exodus: Gods and Kings|$140,000,000|$268,314,513
The BFG|$140,000,000|$199,905,224
Gods of Egypt|$140,000,000|$133,553,464
Spider-Man|$139,000,000|$821,706,375
Watchmen|$138,000,000|$184,068,357
Stealth|$138,000,000|$76,416,746
The Incredible Hulk|$137,500,000|$265,573,859
Hulk|$137,000,000|$245,075,434
Final Fantasy: The Spirits Within|$137,000,000|$85,131,830
The Twilight Saga: Breaking Dawn, Part 2|$136,200,000|$829,724,737
The Croods|$135,000,000|$573,068,425
The Revenant|$135,000,000|$532,950,503
The World is Not Enough|$135,000,000|$361,730,660
Rango|$135,000,000|$245,724,600
Master and Commander: The Far Side of the World|$135,000,000|$212,912,137
Turbo|$135,000,000|$286,896,578
Teenage Mutant Ninja Turtles: Out of the Shadows|$135,000,000|$245,623,848
Happy Feet Two|$135,000,000|$157,956,466
Miami Vice|$135,000,000|$163,818,556
War of the Worlds|$132,000,000|$606,836,535
Penguins of Madagascar|$132,000,000|$367,650,911
The Hunger Games: Catching Fire|$130,000,000|$864,868,047
Harry Potter and the Prisoner of Azkaban|$130,000,000|$796,688,549
The Bourne Ultimatum|$130,000,000|$442,161,562
Kung Fu Panda|$130,000,000|$631,910,531
Ant-Man|$130,000,000|$519,338,048
Home|$130,000,000|$386,069,390
Puss in Boots|$130,000,000|$554,987,477
Megamind|$130,000,000|$321,887,208
Bad Boys II|$130,000,000|$273,271,982
Rio 2|$130,000,000|$492,846,291
Salt|$130,000,000|$290,650,494
Noah|$130,000,000|$352,831,065
The Adventures of Tintin|$130,000,000|$373,993,951
After Earth|$130,000,000|$251,499,665
Australia|$130,000,000|$215,080,810
R.I.P.D.|$130,000,000|$79,076,678
The Twilight Saga: Breaking Dawn, Part 1|$127,500,000|$689,420,051
Dinosaur|$127,500,000|$356,148,063
Logan|$127,000,000|$615,476,965
Night at the Museum: Secret of the Tomb|$127,000,000|$356,546,621
Harry Potter and the Deathly Hallows: Part II|$125,000,000|$1,341,511,219
The Hunger Games: Mockingjay - Part 1|$125,000,000|$766,652,288
Harry Potter and the Sorcererâs Stone|$125,000,000|$974,755,371
Harry Potter and the Deathly Hallows: Part I|$125,000,000|$960,283,305
The Da Vinci Code|$125,000,000|$767,820,459
X2|$125,000,000|$406,875,536
Fast Five|$125,000,000|$630,163,454
Teenage Mutant Ninja Turtles|$125,000,000|$485,004,754
Sherlock Holmes: A Game of Shadows|$125,000,000|$535,663,443
The Day After Tomorrow|$125,000,000|$556,319,450
The Boss Baby|$125,000,000|$512,017,946
Clash of the Titans|$125,000,000|$493,214,888
Trolls|$125,000,000|$344,780,046
Godzilla|$125,000,000|$376,000,000
Prometheus|$125,000,000|$402,448,265
The Bourne Legacy|$125,000,000|$280,355,920
Batman & Robin|$125,000,000|$238,317,814
Total Recall|$125,000,000|$211,856,088
Assassinâs Creed|$125,000,000|$240,497,948
Monster Trucks|$125,000,000|$61,681,268
The 13th Warrior|$125,000,000|$61,698,899
How the Grinch Stole Christmas|$123,000,000|$345,141,403
Mission: Impossible 2|$120,000,000|$549,588,516
The Perfect Storm|$120,000,000|$328,711,434
Jason Bourne|$120,000,000|$416,197,059
Fantastic Four: Rise of the Silver Surfer|$120,000,000|$289,480,691
Life of Pi|$120,000,000|$607,258,634
Ghost Rider|$120,000,000|$229,545,589
Charlie's Angels: Full Throttle|$120,000,000|$227,200,000
Rampage|$120,000,000|$421,864,898
Elysium|$120,000,000|$286,192,091
Oblivion|$120,000,000|$287,916,633
Power Rangers|$120,000,000|$142,364,450
Stuart Little 2|$120,000,000|$166,000,000
RoboCop|$120,000,000|$242,981,799
The Chronicles of Riddick|$120,000,000|$107,212,751
Fantastic Four|$120,000,000|$167,977,596
Speed Racer|$120,000,000|$93,394,462
The Island|$120,000,000|$163,018,913
How Do You Know?|$120,000,000|$49,628,177
Knight and Day|$117,000,000|$258,751,370
Star Wars Ep. I: The Phantom Menace|$115,000,000|$1,027,044,677
Star Wars Ep. III: Revenge of the Sith|$115,000,000|$848,998,877
Star Wars Ep. II: Attack of the Clones|$115,000,000|$656,695,615
Monsters, Inc.|$115,000,000|$559,757,719
The Wolverine|$115,000,000|$416,456,852
Dante's Peak|$115,000,000|$178,200,000
The Huntsman: Winterâs War|$115,000,000|$165,149,302
Windtalkers|$115,000,000|$77,628,265
AstÃ©rix aux Jeux Olympiques|$113,500,000|$132,999,811
Gulliver's Travels|$112,000,000|$232,017,848
Ferdinand|$111,000,000|$289,988,671
Deadpool 2|$110,000,000|$689,303,376
Gravity|$110,000,000|$695,941,797
Night at the Museum|$110,000,000|$579,446,407
Mr. and Mrs. Smith|$110,000,000|$486,124,090
San Andreas|$110,000,000|$467,151,160
The Smurfs|$110,000,000|$563,749,323
Live Free or Die Hard|$110,000,000|$382,288,147
The Divergent Series: Insurgent|$110,000,000|$295,279,072
Ocean's Twelve|$110,000,000|$362,989,076
Tomorrow Never Dies|$110,000,000|$339,504,276
The Patriot|$110,000,000|$215,300,000
300: Rise of an Empire|$110,000,000|$330,780,051
The Aviator|$110,000,000|$208,370,892
Passengers|$110,000,000|$302,239,672
The Green Hornet|$110,000,000|$229,155,503
Miss Peregrineâs Home for Peculiar Children|$110,000,000|$296,642,834
Real Steel|$110,000,000|$263,880,341
The A-Team|$110,000,000|$177,241,171
The Smurfs 2|$110,000,000|$348,547,523
The Divergent Series: Allegiant|$110,000,000|$171,484,051
The Taking of Pelham 123|$110,000,000|$152,364,370
Ender's Game|$110,000,000|$127,983,283
Home on the Range|$110,000,000|$76,482,461
Speed 2: Cruise Control|$110,000,000|$150,468,000
Kingdom of Heaven|$110,000,000|$218,853,353
Ghost in the Shell|$110,000,000|$167,918,847
Around the World in 80 Days|$110,000,000|$72,004,159
The Lord of the Rings: The Fellowship of the Ring|$109,000,000|$887,210,985
The Cat in the Hat|$109,000,000|$133,818,283
Ali|$109,000,000|$87,683,966
The Martian|$108,000,000|$663,851,905
I, Robot|$105,000,000|$348,629,585
Stuart Little|$105,000,000|$298,815,224
The Princess and the Frog|$105,000,000|$270,997,378
10,000 B.C.|$105,000,000|$269,065,678
Ice Age: Collision Course|$105,000,000|$403,841,637
Town & Country|$105,000,000|$10,364,769
Kingsman: The Golden Circle|$104,000,000|$408,834,838
Gone in 60 Seconds|$103,300,000|$232,643,008
Gladiator|$103,000,000|$457,683,805
The Hangover 3|$103,000,000|$362,000,072
A Wrinkle in Time|$103,000,000|$132,932,783
Public Enemies|$102,500,000|$212,282,709
Casino Royale|$102,000,000|$594,420,283
Minority Report|$102,000,000|$358,824,714
Cloud Atlas|$102,000,000|$130,673,154
Harry Potter and the Chamber of Secrets|$100,000,000|$878,979,634
Terminator 2: Judgment Day|$100,000,000|$515,419,827
Batman Forever|$100,000,000|$336,529,144
Planet of the Apes|$100,000,000|$362,211,740
National Treasure|$100,000,000|$331,323,410
Django Unchained|$100,000,000|$449,948,323
Little Fockers|$100,000,000|$310,650,574
True Lies|$100,000,000|$365,300,000
American Gangster|$100,000,000|$267,985,456
Cloudy with a Chance of Meatballs|$100,000,000|$236,827,677
The Other Guys|$100,000,000|$170,936,470
Lemony Snicket's A Series of Unfortunate Events|$100,000,000|$212,956,024
The Wolf of Wall Street|$100,000,000|$389,870,414
Epic|$100,000,000|$262,794,441
Eraser|$100,000,000|$234,400,000
The Hunchback of Notre Dame|$100,000,000|$325,500,000
The Emperor's New Groove|$100,000,000|$169,296,573
The Expendables 2|$100,000,000|$311,979,256
Where the Wild Things Are|$100,000,000|$99,123,656
Eragon|$100,000,000|$249,488,115
Hercules|$100,000,000|$243,388,614
The Tourist|$100,000,000|$278,731,369
End of Days|$100,000,000|$212,026,975
The Stepford Wives|$100,000,000|$96,221,971
Surf's Up|$100,000,000|$145,395,745
Blood Diamond|$100,000,000|$171,377,916
Legend of the Guardians: The Owls of Ga'Hoole|$100,000,000|$139,716,717
Starship Troopers|$100,000,000|$121,100,000
Land of the Lost|$100,000,000|$69,548,641
Peter Pan|$100,000,000|$95,255,485
Catwoman|$100,000,000|$82,145,379
The Expendables 3|$100,000,000|$209,461,378
Treasure Planet|$100,000,000|$91,800,000
Green Zone|$100,000,000|$97,523,020
Geostorm|$100,000,000|$220,800,160
Point Break|$100,000,000|$128,170,295
In the Heart of the Sea|$100,000,000|$90,420,758
Transcendence|$100,000,000|$103,039,258
Son of the Mask|$100,000,000|$59,918,422
The Adventures of Pluto Nash|$100,000,000|$7,094,995
Jin lÃ­ng shÃ­ san chai|$100,000,000|$98,227,017
Wonder Park|$100,000,000|$0
The Peanuts Movie|$99,000,000|$250,474,038
The Mummy Returns|$98,000,000|$435,040,395
Gangs of New York|$97,000,000|$183,124,621
Alien: Covenant|$97,000,000|$238,862,031
Cinderella|$95,000,000|$534,551,353
Ice Age: Continental Drift|$95,000,000|$879,765,137
Black Hawk Down|$95,000,000|$159,691,085
Sex and the City 2|$95,000,000|$294,680,778
Percy Jackson & the Olympians: The Lightning Thief|$95,000,000|$223,050,874
The Campaign|$95,000,000|$104,907,746
Unstoppable|$95,000,000|$165,720,921
The Fifth Element|$95,000,000|$263,898,761
The Road to El Dorado|$95,000,000|$65,700,000
The Lovely Bones|$95,000,000|$94,894,448
Ben-Hur|$95,000,000|$91,853,336
Seventh Son|$95,000,000|$111,125,785
Finding Nemo|$94,000,000|$936,429,370
The Lord of the Rings: The Return of the King|$94,000,000|$1,141,403,341
The Lord of the Rings: The Two Towers|$94,000,000|$934,699,645
Lara Croft: Tomb Raider|$94,000,000|$273,330,185
Kingsman: The Secret Service|$94,000,000|$404,561,724
Jurassic Park III|$93,000,000|$365,900,000
Rise of the Planet of the Apes|$93,000,000|$482,860,185
The Spiderwick Chronicles|$92,500,000|$162,839,667
The Incredibles|$92,000,000|$614,726,752
A Good Day to Die Hard|$92,000,000|$304,249,198
The Alamo|$92,000,000|$23,911,362
Cutthroat Island|$92,000,000|$18,517,322
The Secret Life of Walter Mitty|$91,000,000|$188,275,200
Jumanji: Welcome to the Jungle|$90,000,000|$962,101,361
Men in Black|$90,000,000|$587,790,539
Toy Story 2|$90,000,000|$511,358,276
Rush Hour 2|$90,000,000|$347,425,832
Sherlock Holmes|$90,000,000|$498,438,212
Ice Age: Dawn of the Dinosaurs|$90,000,000|$859,701,857
What Lies Beneath|$90,000,000|$288,693,989
Rio|$90,000,000|$487,519,809
The Departed|$90,000,000|$289,660,619
Charlie's Angels|$90,000,000|$259,736,090
Mulan|$90,000,000|$303,500,000
Tropic Thunder|$90,000,000|$191,145,256
The Girl with the Dragon Tattoo|$90,000,000|$239,373,970
Contact|$90,000,000|$165,900,000
You Don't Mess With the Zohan|$90,000,000|$202,910,991
Die Hard: With a Vengeance|$90,000,000|$366,101,666
The Magnificent Seven|$90,000,000|$162,526,238
Alvin and the Chipmunks: The Road Chip|$90,000,000|$249,520,430
Atlantis: The Lost Empire|$90,000,000|$186,049,020
Valkyrie|$90,000,000|$203,932,174
Pixels|$90,000,000|$244,144,701
Artificial Intelligence: AI|$90,000,000|$235,900,000
The Haunted Mansion|$90,000,000|$155,750,628
Hollow Man|$90,000,000|$191,200,000
The Interpreter|$90,000,000|$162,753,837
Percy Jackson: Sea of Monsters|$90,000,000|$200,859,554
Lara Croft: Tomb Raider: The Cradle of Life|$90,000,000|$157,092,943
Now You See Me 2|$90,000,000|$328,675,540
Spy Game|$90,000,000|$143,049,560
The Saint|$90,000,000|$169,400,000
Mission to Mars|$90,000,000|$106,000,000
Bicentennial Man|$90,000,000|$87,420,776
Tomb Raider|$90,000,000|$272,648,985
King Arthur|$90,000,000|$203,877,963
Volcano|$90,000,000|$120,100,000
The Devil's Own|$90,000,000|$140,900,000
K-19: The Widowmaker|$90,000,000|$65,716,126
Conan the Barbarian|$90,000,000|$63,356,133
The Three Musketeers|$90,000,000|$139,877,913
The Promise|$90,000,000|$10,524,093
The Nutcracker in 3D|$90,000,000|$20,466,016
Bright|$90,000,000|$0
Twister|$88,000,000|$495,700,000
Cinderella Man|$88,000,000|$105,021,488
Fantastic Four|$87,500,000|$333,132,750
Hannibal|$87,000,000|$350,100,280
Seabiscuit|$86,000,000|$148,715,342
Cast Away|$85,000,000|$427,230,516
Happy Feet|$85,000,000|$385,000,317
Ocean's Eleven|$85,000,000|$450,728,529
The Bourne Supremacy|$85,000,000|$288,587,450
Air Force One|$85,000,000|$315,268,353
Fast & Furious|$85,000,000|$363,064,265
Horton Hears a Who|$85,000,000|$299,477,886
Divergent|$85,000,000|$276,014,965
Hotel Transylvania|$85,000,000|$378,505,812
Enchanted|$85,000,000|$340,384,141
Safe House|$85,000,000|$208,542,162
I Now Pronounce You Chuck and Larry|$85,000,000|$185,708,462
Ocean's Thirteen|$85,000,000|$311,744,465
Itâs Complicated|$85,000,000|$224,614,744
Enemy of the State|$85,000,000|$250,649,836
Open Season|$85,000,000|$191,932,158
Tower Heist|$85,000,000|$150,422,946
102 Dalmatians|$85,000,000|$66,941,559
Mirror Mirror|$85,000,000|$173,613,482
The Holiday|$85,000,000|$205,190,324
The Fast and the Furious: Tokyo Drift|$85,000,000|$157,794,205
Memoirs of a Geisha|$85,000,000|$161,510,853
Enemy at the Gates|$85,000,000|$96,971,293
Last Action Hero|$85,000,000|$137,298,489
The Rundown|$85,000,000|$80,831,893
Arthur Christmas|$85,000,000|$149,717,124
xXx: Return of Xander Cage|$85,000,000|$345,053,084
Meet Joe Black|$85,000,000|$44,650,003
Cats & Dogs: The Revenge of Kitty Galore|$85,000,000|$113,026,383
Collateral Damage|$85,000,000|$78,353,508
Showtime|$85,000,000|$78,948,765
Judge Dredd|$85,000,000|$113,487,912
Zodiac|$85,000,000|$83,080,084
Scott Pilgrim vs. The World|$85,000,000|$48,056,764
The Core|$85,000,000|$74,132,631
Father's Day|$85,000,000|$35,681,080
The Greatest Showman|$84,000,000|$389,741,180
Scooby-Doo|$84,000,000|$276,294,164
Nutty Professor II: The Klumps|$84,000,000|$166,307,945
RED 2|$84,000,000|$137,162,560
Click|$82,500,000|$237,685,089
Charlotte's Web|$82,500,000|$143,985,708
Jumper|$82,500,000|$222,640,812
Hellboy II: The Golden Army|$82,500,000|$160,388,063
The Longest Yard|$82,000,000|$191,558,505
The Expendables|$82,000,000|$268,268,174
The 6th Day|$82,000,000|$96,024,898
Bruce Almighty|$81,000,000|$484,468,608
The Hunger Games|$80,000,000|$677,923,379
The Hangover Part II|$80,000,000|$586,464,305
Mission: Impossible|$80,000,000|$457,697,994
The Lego Batman Movie|$80,000,000|$310,940,997
Hotel Transylvania 2|$80,000,000|$470,751,398
Batman Returns|$80,000,000|$266,824,291
The Mummy|$80,000,000|$416,385,488
Over the Hedge|$80,000,000|$343,397,247
Lilo & Stitch|$80,000,000|$245,800,000
Deep Impact|$80,000,000|$349,464,664
Grown Ups 2|$80,000,000|$247,023,808
Alvin and the Chipmunks: Chipwrecked|$80,000,000|$349,088,523
Get Smart|$80,000,000|$226,739,416
Robots|$80,000,000|$260,700,012
Shutter Island|$80,000,000|$299,461,782
Something's Gotta Give|$80,000,000|$266,685,242
Four Christmases|$80,000,000|$168,311,558
Face/Off|$80,000,000|$241,200,000
Bedtime Stories|$80,000,000|$221,468,935
Road to Perdition|$80,000,000|$183,354,514
Just Go With It|$80,000,000|$214,974,953
Daredevil|$80,000,000|$182,782,518
Eagle Eye|$80,000,000|$178,066,569
Con Air|$80,000,000|$224,117,573
Yogi Bear|$80,000,000|$204,774,690
Cold Mountain|$80,000,000|$165,173,909
The Book of Eli|$80,000,000|$158,750,817
Flubber|$80,000,000|$177,993,801
The Haunting|$80,000,000|$180,188,905
Space Jam|$80,000,000|$250,200,000
Fury|$80,000,000|$210,315,681
The Pink Panther|$80,000,000|$158,926,474
Zookeeper|$80,000,000|$170,805,525
The Day the Earth Stood Still|$80,000,000|$233,066,978
Conspiracy Theory|$80,000,000|$142,783,718
Six Days, Seven Nights|$80,000,000|$164,800,000
Spirit: Stallion of the Cimarron|$80,000,000|$106,515,310
Swordfish|$80,000,000|$147,080,413
Fantasia 2000 (Theatrical Release)|$80,000,000|$69,610,858
Lost In Space|$80,000,000|$136,047,317
The Manchurian Candidate|$80,000,000|$96,148,711
DÃ©jÃ  Vu|$80,000,000|$181,038,616
Bewitched|$80,000,000|$131,159,306
The Time Machine|$80,000,000|$98,983,590
What Dreams May Come|$80,000,000|$71,485,043
Mighty Joe Young|$80,000,000|$50,632,037
The Legend of Zorro|$80,000,000|$141,475,336
Little Nicky|$80,000,000|$58,270,391
Surrogates|$80,000,000|$119,668,350
Evolution|$80,000,000|$98,341,932
The Brothers Grimm|$80,000,000|$105,299,638
Mars Attacks!|$80,000,000|$101,371,017
The Wild|$80,000,000|$99,010,667
Walking with Dinosaurs|$80,000,000|$130,580,730
Thirteen Days|$80,000,000|$66,554,547
Daylight|$80,000,000|$158,908,290
The Last Witch Hunter|$80,000,000|$131,234,406
Pompeii|$80,000,000|$108,469,033
Battlefield Earth: A Saga of the Year 3000|$80,000,000|$29,725,663
Looney Tunes: Back in Action|$80,000,000|$54,540,662
Nine|$80,000,000|$53,508,858
Timeline|$80,000,000|$26,703,184
Oceans|$80,000,000|$86,787,530
Babe: Pig in the City|$80,000,000|$69,131,860
The Postman|$80,000,000|$20,841,123
Red Planet|$80,000,000|$33,463,969
Arthur et les Minimoys|$80,000,000|$113,325,743
The Invasion|$80,000,000|$40,147,042
A Sound of Thunder|$80,000,000|$6,300,451
The Lion King|$79,300,000|$987,413,217
Journey 2: The Mysterious Island|$79,000,000|$318,146,162
Jack and Jill|$79,000,000|$150,519,217
A Beautiful Mind|$78,000,000|$317,668,058
Cloudy with a Chance of Meatballs 2|$78,000,000|$274,392,649
Red Dragon|$78,000,000|$206,455,420
Hidalgo|$78,000,000|$108,086,731
The League of Extraordinary Gentlemen|$78,000,000|$179,265,204
Exorcist: The Beginning|$78,000,000|$43,957,541
AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©|$77,600,000|$60,680,125
The Little Prince|$77,500,000|$103,386,888
